tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Asis","2,401.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$850.000.000,3,1 a 8 años,,,Ubicación: Norte de la ciudad.,,191273413,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273413,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Los cojines del zaque, Kennedy",320.00  m2 m²,9,3,$410.000.000,3,más de 30 años,,", Cocineta, , Instalación de gas, , Piso en Baldosa /  Mármol, , Piso en Madera, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Zona Residencial, Descripción, Atos Inmobiliaria vende una casa esquinera ubicada en el barrio Kennedy, detrás del INVIAS. Esta propiedad se sitúa en un lote de 160 m² y cuenta con 320 m² construidos, distribuidos en tres apartamentos, cada uno en un piso independiente, ofreciendo una excelente oportunidad de inversión.","Atos Inmobiliaria vende una casa esquinera ubicada en el barrio Kennedy, detrás del INVIAS. Esta propiedad se sitúa en un lote de 160 m² y cuenta con 320 m² construidos, distribuidos en tres apartamentos, cada uno en un piso independiente, ofreciendo una excelente oportunidad de inversión.",Código Fincaraíz:,191272948,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272948,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",40.00  m2 m²,¡Pregúntale!,1,$220.000.000,4,9 a 15 años,,,"Atos Inmobiliaria tiene disponible para la venta y arriendo  un local en el centro de la ciudad, ubicado en la Carrera 12. Este local se encuentra en el segundo piso y tiene un área de 40 m2. Ofrece una vista a la calle y cuenta con un baño. Si estás interesado en adquirir o arrendar un espacio comercial en una ubicación céntrica, este local podría ser una excelente opción. Para obtener más detalles y coordinar una visita, te invitamos a ponerte en contacto con Atos Inmobiliaria.",,191273477,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273477,,
Casa,venta,Usado,"Tunja, Boyaca",Tunja,210.00  m2 m²,8,5,$350.000.000,3,1 a 8 años,,,¡No pierdas la oportunidad de invertir en esta casa al norte de la ciudad!,Código Fincaraíz:,191273653,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273653,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Altagracia",251.00  m2 m²,3,4,$1.200.000.000,6,1 a 8 años,3 Habs.,", Ascensor, , Canchas Deportivas, , Cerca centro comercial, , Chimenea, , Closet, , Instalación de gas, , Piso en Baldosa /  Mármol, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona de BBQ, Descripción, Atos Inmobiliaria vende lujoso apartamento en el exclusivo sector de Altagracia, al norte de Tunja. Zona residencial de alta valorización, con excelente conectividad, cerca de colegios, clínicas y centros comerciales. El ascensor llega directamente al apartamento, brindando privacidad y confort desde el ingreso. Disfruta una sala amplia con chimenea a gas, comedor independiente, terraza con vista panorámica de 180°, cocina con isla y torre de hornos, zona de lavandería independiente, cuarto y baño de servicio, estudio con baño, hall de televisión, tres habitaciones con walk-in closet y baño privado. Espacios amplios, acabados de lujo y diseño pensado para disfrutar cada momento en casa. Agenda tu cita y contáctanos., Código Fincaraíz:, 192264553, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria vende lujoso apartamento en el exclusivo sector de Altagracia, al norte de Tunja. Zona residencial de alta valorización, con excelente conectividad, cerca de colegios, clínicas y centros comerciales. El ascensor llega directamente al apartamento, brindando privacidad y confort desde el ingreso. Disfruta una sala amplia con chimenea a gas, comedor independiente, terraza con vista panorámica de 180°, cocina con isla y torre de hornos, zona de lavandería independiente, cuarto y baño de servicio, estudio con baño, hall de televisión, tres habitaciones con walk-in closet y baño privado. Espacios amplios, acabados de lujo y diseño pensado para disfrutar cada momento en casa. Agenda tu cita y contáctanos.",Código Fincaraíz:,192264553,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta-en-tunja/192264553,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, San ignacio, Centro historico",30.00  m2 m²,1,1,$130.000.000,3,9 a 15 años,1 Habs.,,"Se vende  apartaestudio ubicado en el Edificio Rosario Plaza en el centro de la ciudad de Tunja, cuenta con 1 habitación con closet y balcón , 1 baño, sala comedor, cocina tipo americana y zona de lavandería; cercanía a entidades financieras, educativas y comerciales a 2 cuadras de la Plaza de Bolívar.",,191072600,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/apartaestudio-en-venta/191072600,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","La peñita, Tunja, Los patriotas",165.00  m2 m²,4,3,$350.000.000,3,¡Pregúntale!,,", Baño Auxiliar, , Calentador, , Estudio, , Patio, Descripción, Hermosa casa en el barrio bochica con excelente distribucion, iluminacion y ventilacion esta confortable casa consta de, 1 piso: garaje, hall de jardineria, baño social, sala, comedor, cocina semiintegral, patio cubierto. 2 piso:  3 alcobas, 2 baños, estudio. 3 piso: alcoba y zona de star., Código Fincaraíz:, 191772575, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa casa en el barrio bochica con excelente distribucion, iluminacion y ventilacion esta confortable casa consta de, 1 piso: garaje, hall de jardineria, baño social, sala, comedor, cocina semiintegral, patio cubierto. 2 piso:  3 alcobas, 2 baños, estudio. 3 piso: alcoba y zona de star.",,191772575,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta/191772575,,
Casa,venta,Usado,"Tunja, Boyaca","Ub. florida parque, Tunja, Surinama",54.00  m2 m²,3,2,$160.000.000,3,1 a 8 años,3 Habs.,", Baño Auxiliar, , Baño Independiente, , Calentador, , Cerca de Zona Urbana, , Circuito cerrado de TV, , Closet, , Jardín, , Parqueadero Visitantes, , Parques cercanos, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Salón Comunal","Código: 9050FR179 Excelente oportunidad de adquirir apartamento nuevo en un conjunto cerrado al sur-oriente de la ciudad de Tunja, con fácil acceso de transporte público; este consta de tres habitaciones con closet, la principal con baño privado, baño social, cocina equipada, sala-comedor, zona de lavandería y parqueadero, el conjunto cuenta con vigilancia presencial las veinticuatro horas del día y parqueadero para visitantes.",Código Fincaraíz:,192343979,Casa 360,https://www.fincaraiz.com.co/apartamento-en-venta/192343979,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Ub. villa bachue",180.00  m2 m²,4,3,$340.000.000,3,1 a 8 años,,", Bahias de parqueo, , Bahía exterior de parqueo, , Cerca centro comercial, , Colegios / Universidades, , Control de acceso digital, , En conjunto cerrado, , Supermercados / C.Comerciales, , Tanques de Agua, , Tanques de Agua, , Trans. Público cercano, , Zona de BBQ, , Zona de lavandería",Se Vende Casa Para Estrenar Sector Cooservicios cerca al Hospital,,192345709,NC INTERNATIONAL BUSINESS SAS,https://www.fincaraiz.com.co/casa-en-venta/192345709,,
Casa,venta,Usado,"Tunja, Boyaca","San lazaro, Bello horizonte, Tunja",121.00  m2 m²,3,2,$235.000.000,2,más de 30 años,,", Canchas Deportivas, , Cerca centro comercial, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Zona Residencial, Descripción, Atos Inmobiliaria vende: Casa de tres niveles en el barrio La Fuente, Etapa IV, Tunja","Atos Inmobiliaria vende: Casa de tres niveles en el barrio La Fuente, Etapa IV, Tunja","Ubicación: Barrio La Fuente, Etapa IV, Tunja",191732736,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191732736,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","El topo, Popular, Tunja",48.41  m2 m²,2,1,$165.000.000,3,16 a 30 años,,", Cocina Integral, , Colegios / Universidades, , Instalación de gas, , Piso en Baldosa /  Mármol, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería, , Zona Residencial, Descripción, Este apartamento en el edificio Santa Barbara Real, ubicado en el centro de la ciudad. Disfruta de la cercanía con la universidad Santo Tomas y Juan de Castellanos. Con acceso fácil a vías y transporte publico., Código Fincaraíz:, 191871792, Consultar, ENTORNO URBANO, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Este apartamento en el edificio Santa Barbara Real, ubicado en el centro de la ciudad. Disfruta de la cercanía con la universidad Santo Tomas y Juan de Castellanos. Con acceso fácil a vías y transporte publico.",,191871792,ENTORNO URBANO,https://www.fincaraiz.com.co/apartamento-en-venta/191871792,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Los muiscas, Fundacion universitaria",72.00  m2 m²,2,2,$334.600.000,5,menor a 1 año,,", Balcón, , Canchas Deportivas, , Cerca centro comercial, , Citófono, , Closet, , Cocina Integral, , Salón Comunal, , Sobre vía principal, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Zona de BBQ","Atos Inmobiliaria vende espectacular apartamento para estrenar, con excelentes acabados y ubicación estratégica cerca de universidades y colegios. Consta de dos habitaciones, sala-comedor y cocina integral. Además, ofrece zonas comunes de primera, incluyendo áreas verdes, piscina, salón de juegos y más espacios para disfrutar y compartir. No dejes pasar esta gran oportunidad de inversión y encuentra el hogar ideal para ti. Contáctanos y agenda tu cita hoy mismo.",Código Fincaraíz:,192122528,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192122528,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Los muiscas, Fundacion universitaria",110.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$693.000.000,Sin Definir,¡Pregúntale!,,", Acceso Pavimentado, , Ascensor, , Baño Auxiliar, , Cancha de Baloncesto, , Cancha de Futbol, , Canchas Deportivas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Planta Eléctrica, , Portería / Recepción, , Salón Comunal, , Sobre vía principal","Código: 857FR6111 Excelente oportunidad de adquirir local comercial en el centro comercial Florida Shopping center etapa dos en la ciudad de Tunja, con fácil acceso de transporte público, el centro comercial cuenta con un amplio potencial ya que contara con GYM, cancha de futbol sintética, casinos, salones de onces, restaurantes, tiendas Ara, parqueadero hasta el tercer piso, rampas eléctricas, baños sociales, parque para niños, parqueadero para visitantes, bancos, oficinas, consultorios y mucho más…",Código Fincaraíz:,192105228,Casa 360,https://www.fincaraiz.com.co/local-en-venta/192105228,,
Apartamento,venta,Usado,"Tunja, Boyaca","Mesopotamia, Tunja, Pozo donato",60.00  m2 m²,2,1,$220.000.000,5,16 a 30 años,,", Balcón, , Canchas Deportivas, , Cerca centro comercial, , Cocina Integral, , Instalación de gas, , Terraza, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, , Área Urbana, Descripción, VENDO hermoso apartamento en Mesopotamia",VENDO hermoso apartamento en Mesopotamia,,191273942,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273942,,
Casa,venta,Usado,"Tunja, Boyaca","Ub. las quintas, Tunja",400.00  m2 m²,4,5,$2.000.000.000,5,1 a 8 años,4 Habs.,,"Atos Inmobiliaria presenta una joya exclusiva: un espectacular penthouse amoblado en el noveno piso, que abarca todo el nivel. Con una impresionante área de 400 m², este apartamento único ofrece una vista panorámica de 360 grados que te dejará sin aliento.",Código Fincaraíz:,191273763,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273763,,
Casa,venta,Usado,"Tunja, Boyaca",La concepcion,384.00  m2 m²,3,3,$750.000.000,2,9 a 15 años,,", Acceso Pavimentado, , Asador, , Baño Auxiliar, , Baño Independiente, , Bósque nativo, , Cerca de Zona Urbana, , Garaje(s), , Hall de Alcobas, , Jardín, , Parqueadero Visitantes, , Piso en Baldosa /  Mármol, , Sobre vía principal","Código: 8991FR140 Venta de espectacular casa campestre en la vereda San Onofre, a once minutos de la ciudad de Tunja, cuenta con un área de terreno de mil doscientos cincuenta metros cuadrados de los cuales trescientos ochenta y cuatro metros están construidos, servicios públicos de agua y luz, la casa consta de tres habitaciones, tres baños, sala-comedor, zona de estudio, sala de estar, zona de lavandería, cocina equipada, dos parqueaderos cubiertos y espacio para más de diez vehículos, tiene sistema de seguridad de sensores, cámaras y alarma, el acceso a la casa está a cien metros de la doble calzada y se encuentra cerca de estaciones de gasolina, colegios, restaurantes y centros de eventos.",Código Fincaraíz:,192265160,Casa 360,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-tunja/192265160,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Cr. la reserva campestre",52.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$235.000.000,5,¡Pregúntale!,,,"En venta apartamento cerca a green hills, con excelente distribucion e iluminación, consta de 2 alcobas con closet, sala comedor, cocina integral, zona de estudio, zona de ropas, balcon y garaje.",,192262389,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/192262389,,
Finca,,Nuevo,,,,,,$,,,,,,,,,https://www.fincaraiz.com.co/lote-en-venta/191297877,,
Apartamento,venta,Usado,"Tunja, Boyaca","Mesopotamia, Tunja, Santa ines",117.00  m2 m²,3,3,$475.000.000,5,1 a 8 años,3 Habs.,", Acceso Pavimentado, , Ascensor, , Balcón, , Baño Auxiliar, , Baño Independiente, , Calentador, , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Portería / Recepción, , Salón Comunal, , Supermercados / C.Comerciales","?Imagina despertar cada mañana en el lugar perfecto para ti y tu familia. Un hogar que te brinda tranquilidad, espacio y una ubicación ideal para que puedas disfrutar de cada momento juntos. Este apartamento en Tunja no es solo una propiedad; es el lugar donde podrás crear recuerdos que durarán toda la vida. ?‍?‍?‍??",,192122163,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/apartamento-en-venta/192122163,,
Apartamento,venta,Usado,"La esmeralda, Tunja, Boyaca","La esmeralda, Tunja",97.00  m2 m²,3,2,$340.000.000,5,9 a 15 años,,", Ascensor, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Circuito cerrado de TV, , Citófono, , Piscina, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Salón Comunal, , Sobre vía principal, , Supermercados / C.Comerciales","Vendo espectacular apartamento ubicado cerca a grandes centros comerciales de la ciudad de Tunja,  UNICENTRO Y CENTRO COMERCIAL VIVA.  consta: sala-comedor,  cocina tipo americano,  zona de ropas,  tres alcobas con closet,  dos baños y parqueadero..",,7470450,Inmobiliaria Eskala,https://www.fincaraiz.com.co/apartamento-en-venta/7470450,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",114.00  m2 m²,3,3,$420.000.000,5,¡Pregúntale!,,", Zona Residencial, Descripción, Apartamento en Santa Cecilia Selecto, en la ciudad de Tunja, diagonal al estadio, son  114m² área construida y 105m² de área privada; cuenta con 3 habitaciones, 3 baños, área de estudio, sala, comedor, cocina integral tipo americano, área de lavado, 2 balcones y 1 parqueadero.Se entrega encortinado más blackout. El Conjunto cuenta con salón, ascensor, portería presencial diurna, cámaras de seguridad y chip de ingreso. Frente al parqueadero del apartamento hay un área adicional para parqueo de 1 vehículo., Código Fincaraíz:, 192333487, Consultar, NC INTERNATIONAL BUSINESS SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Apartamento en Santa Cecilia Selecto, en la ciudad de Tunja, diagonal al estadio, son  114m² área construida y 105m² de área privada; cuenta con 3 habitaciones, 3 baños, área de estudio, sala, comedor, cocina integral tipo americano, área de lavado, 2 balcones y 1 parqueadero.Se entrega encortinado más blackout. El Conjunto cuenta con salón, ascensor, portería presencial diurna, cámaras de seguridad y chip de ingreso. Frente al parqueadero del apartamento hay un área adicional para parqueo de 1 vehículo.",,192333487,NC INTERNATIONAL BUSINESS SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192333487,,
