tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Apartamento,venta,Usado,"Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",68.00  m2 m²,3,2,$170.000.000,3,9 a 15 años,3 Habs.,", Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Instalación de gas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Trans. Público cercano, , Vigilancia, , Zona Comercial, Descripción, EN VENTA APARTAMENTO UBICADO EN ZONA COMERCIAL Y ESTUDIANTIL DE LA CIUDAD.  Cerca al Universidad de Boyacá- Sector Capitolio   Área: 68 m2+  Parqueadero    3 Habitaciones  Alcoba ppal con baño  Cocina integral  Sala y comedor., Código Fincaraíz:, 7697852, Consultar, INMOBILIARIA Y CONSTRUCTORA 2 MIL, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",EN VENTA APARTAMENTO UBICADO EN ZONA COMERCIAL Y ESTUDIANTIL DE LA CIUDAD.  Cerca al Universidad de Boyacá- Sector Capitolio   Área: 68 m2+  Parqueadero    3 Habitaciones  Alcoba ppal con baño  Cocina integral  Sala y comedor.,,7697852,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/7697852,,
Lote,venta,Usado,"Tunja, Boyaca","Ub. las quintas, Tunja",650.00  m2 m²,11,10,$6.200.000.000,5,9 a 15 años,,,"Atos Inmobiliaria presenta en venta un completo centro médico ubicado en el barrio Las Quintas, al lado de la Clínica Cancerológica. Este destacado espacio cuenta con 11 consultorios, cada uno con su baño privado, proporcionando comodidad y privacidad para profesionales de la salud. Además, ofrece 13 parqueaderos, sala de recepción, auditorio con capacidad para 50 personas, central de mando y servicios, depósito, cuarto de residuos sólidos y biológicos, cuarto de cilindros de oxígeno, local comercial, cuatro baños externos y dos cuartos de aseo. Con un área de lote de 1146 m2 y una construcción aproximada de 650 m2, este centro médico se presenta como una excelente inversión. Contáctanos para obtener más información y coordinar una visita. Estamos aquí para ayudarte en tus necesidades inmobiliarias. ¡No pierdas esta oportunidad!",Código Fincaraíz:,191273237,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/edificio-en-venta/191273237,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Santa ines, Ub. las quintas, Tunja",160.00  m2 m²,3,3,$450.000.000,5,9 a 15 años,,", Baño Auxiliar, , Calentador, , Chimenea, , Citófono, , Cocina Integral, , Colegios / Universidades, , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Patio, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales","Vendo espectacular casa en Santa Inés,  cerca al centro comercial Unicentro de Tunja. consta: sala con chimenea,  comedor,  cocina integral ,  zona de ropas,  cuarto y baño de servicio,  patio cubierto,  estar con marquesina,  estudio,  tres alcobas con closet,  tres baños y garaje..",,7707634,Inmobiliaria Eskala,https://www.fincaraiz.com.co/casa-en-venta/7707634,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Soamox, Capitolio",6.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$69.000.000,4,1 a 8 años,6,,"Se vende isla comercial en el Centro Comercial Casa Vieja, ubicada al norte de la ciudad. Esta isla tiene una ubicación estratégica debido a su cercanía con colegios, la Clínica Medilaser y la Universidad de Boyacá, lo que la convierte en un lugar ideal para establecer un negocio.",,191273481,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273481,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Jorge eliecer gaitan, Las nieves",89.00  m2 m²,¡Pregúntale!,1,$228.000.000,4,9 a 15 años,,", Cerca centro comercial, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, , Zona Residencial, Descripción, Local en venta cerca del hospital San Rafael, consta de un baño y un espacio para cocina, así mismo cuenta con un parqueadero., Código Fincaraíz:, 191273881, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Local en venta cerca del hospital San Rafael, consta de un baño y un espacio para cocina, así mismo cuenta con un parqueadero.",,191273881,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273881,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Pirgua",25.00  m2 m²,¡Pregúntale!,1,$200.000.000,4,1 a 8 años,1,,"Atos Inmobiliaria tiene una excelente oportunidad de inversión para ti. Se trata de un consultorio en venta ubicado en el centro comercial Casa Vieja, una zona muy conveniente al norte de la ciudad y a pocos pasos de la Clínica Medilaser. Este consultorio cuenta con un área de 25.86 metros cuadrados y está equipado con un baño para la comodidad de tus pacientes.",Código Fincaraíz:,191273690,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/consultorio-en-venta/191273690,,
Casa,venta,Usado,"Tunja, Boyaca",Tunja,132.00  m2 m²,3,3,$535.000.000,5,menor a 1 año,,,"Atos Inmobiliaria se enorgullece en presentarte una hermosa casa para estrenar en el encantador conjunto cerrado sector Unicentro. Esta propiedad de 132 m² combina comodidad, elegancia y lujo, convirtiéndola en el hogar excepcional que buscas.",Código Fincaraíz:,191273725,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273725,,
Apartamento,venta,Usado,"Tunja, Boyaca",Tunja,74.00  m2 m²,3,2,$278.000.000,4,9 a 15 años,3 Habs.,", Calentador, , Canchas Deportivas, , Closet, , Cocina Integral, , Cocina tipo Americano, , Gimnasio, , Piscina, , Salón Comunal, , Trans. Público cercano, , Zona Infantil, Descripción, Descubre este hermoso apartamento en conjunto cerrado al norte de la ciudad. Cuenta con sala comedor y balcón, cocina integral con zona de ropas, 3 habitaciones con closet, 2 baños y parqueadero. El edificio ofrece ascensor, portería, vigilancia, parque infantil, gimnasio, salón social, piscina y zona de deportes. ¡Vive cómodamente en este entorno seguro y lleno de comodidades! Contáctanos para más información., Código Fincaraíz:, 191273695, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Descubre este hermoso apartamento en conjunto cerrado al norte de la ciudad. Cuenta con sala comedor y balcón, cocina integral con zona de ropas, 3 habitaciones con closet, 2 baños y parqueadero. El edificio ofrece ascensor, portería, vigilancia, parque infantil, gimnasio, salón social, piscina y zona de deportes. ¡Vive cómodamente en este entorno seguro y lleno de comodidades! Contáctanos para más información.",Código Fincaraíz:,191273695,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273695,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Nazareth, Ub. doña eva ii",50.00  m2 m²,2,2,$160.000.000,2,1 a 8 años,2 Habs.,", Calentador, , Closet, , Cocina Integral, , Trans. Público cercano, , Zona Infantil, , Área Urbana, Descripción, Descubre la elegancia y comodidad en este apartamento de 2 habitaciones y 2 baños, con un área de 50.46 metros cuadrados. Ubicado en una zona privilegiada, este inmueble ofrece un ambiente acogedor y funcional para tu día a día. Con espacios bien distribuidos y una atmósfera de tranquilidad, cada rincón de este hogar invita al descanso y la armonía. Disfruta de la vida en este lugar único que te brinda la oportunidad de vivir experiencias inolvidables. Contáctanos para más información: ATOS INMOBILIARIA SAS - Número 3145945931., Código Fincaraíz:, 191873608, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Descubre la elegancia y comodidad en este apartamento de 2 habitaciones y 2 baños, con un área de 50.46 metros cuadrados. Ubicado en una zona privilegiada, este inmueble ofrece un ambiente acogedor y funcional para tu día a día. Con espacios bien distribuidos y una atmósfera de tranquilidad, cada rincón de este hogar invita al descanso y la armonía. Disfruta de la vida en este lugar único que te brinda la oportunidad de vivir experiencias inolvidables. Contáctanos para más información: ATOS INMOBILIARIA SAS - Número 3145945931.",Código Fincaraíz:,191873608,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191873608,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Batallon bolivar",55.00  m2 m²,3,2,$235.000.000,3,1 a 8 años,3 Habs.,", Ascensor, , Calentador, , Canchas Deportivas, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Parqueadero Visitantes, , Salón Comunal, , Trans. Público cercano, , Vigilancia, , Vista panorámica, , Vivienda Multifamiliar","Busca confort, seguridad y una ubicación estratégica. ¡No pierdas la oportunidad de vivir en este hermoso apartamento!, en el Conjunto de Vivienda Avium.",,191890152,ENTORNO URBANO,https://www.fincaraiz.com.co/apartamento-en-venta/191890152,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","Santa ines, Tunja, Mesopotamia",54.00  m2 m²,1,¡Pregúntale!,$380.000.000,5,1 a 8 años,,", Ascensor, , Cableado de Red, , Cerca centro comercial, , Circuito cerrado de TV, , Garaje Cubierto, , Parqueadero Visitantes, , Piso en Madera, , Portería / Recepción, , Servicios Públicos, , Trans. Público cercano, , Ubicada en edificio, Descripción, Excelente oficina ubicada en un segundo piso, con un área de 54m2 y 18 m2 de terraza de uso exclusivo, garaje y deposito.","Excelente oficina ubicada en un segundo piso, con un área de 54m2 y 18 m2 de terraza de uso exclusivo, garaje y deposito.",,10191725,Inmobiliaria Fenix,https://www.fincaraiz.com.co/oficina-en-venta/10191725,,
Apartamento,venta,Usado,"Tunja, Boyaca",Tunja,48.00  m2 m²,2,1,$168.000.000,2,1 a 8 años,2 Habs.,", Ascensor, , Cerca centro comercial, , Closet, , Instalación de gas, , Piso de alta resistencia, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Área Urbana, Descripción, Atos Inmobiliaria vende un apartamento en el oriente de Tunja, ubicado cerca de la UNAD, en el Edificio Terranova Coral. Este acogedor apartamento con vista exterior al norte ofrece una distribución funcional con sala comedor, cocina, zona de ropas, baño, y dos habitaciones con closet. Es ideal para quienes buscan un espacio cómodo y bien ubicado en la ciudad.","Atos Inmobiliaria vende un apartamento en el oriente de Tunja, ubicado cerca de la UNAD, en el Edificio Terranova Coral. Este acogedor apartamento con vista exterior al norte ofrece una distribución funcional con sala comedor, cocina, zona de ropas, baño, y dos habitaciones con closet. Es ideal para quienes buscan un espacio cómodo y bien ubicado en la ciudad.",Código Fincaraíz:,191272736,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191272736,,
Lote,venta,Usado,"La calleja, Tunja, Boyaca","La calleja, Tunja, Mirador de la sierra",10.00  m2 m²,¡Pregúntale!,1,$2.900.000.000,3,1 a 8 años,,", Acceso para camiones, , Acceso Pavimentado, , Cerca de Zona Urbana, , Circuito cerrado de TV, , Cómodas vias de acceso, , Esquinero, , Senderos ecológicos, , Servicios Públicos, , Trans. Público cercano, , Vista panorámica, , Zona Industrial, , Zona Residencial","Ofrecemos magnifico predio ubicado en Tunja en el barrio la Calleja, esquinero con multiples usos; vivienda, comercial e industrial, vías de acceso carrera catorce y la diagonal treinta y ocho, por su magnífica ubicación cumple con los estándares de las empresas de hoy, Consúltenos y aproveche esta gran oportunidad.",,6728307,Newmark Colombia,https://www.fincaraiz.com.co/lote-en-venta/6728307,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","San jose 000050, Tunja, Las nieves",440.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$2.200.000.000,4,1 a 8 años,,,"Atos Inmobiliaria tiene disponible un edificio en venta, el cual es apto para uso comercial o institucional. Este edificio fue construido hace 6 años, cuenta con una superficie de 440 m² y tiene tres pisos. Además, está ubicado en una excelente zona cercana a Las Nieves, lo que lo hace una gran oportunidad para aquellos interesados en adquirir una propiedad estratégicamente ubicada.",Código Fincaraíz:,191274047,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/edificio-en-venta/191274047,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Villa olimpica, Bellavista",76.00  m2 m²,3,2,$245.000.000,4,9 a 15 años,3 Habs.,,"Descubre este hermoso apartamento en el piso 24, disponible para venta. Con una distribución acogedora, esta propiedad te ofrece una sala comedor con balcón, una cocina integral y una zona de ropas. Además, cuenta con un estudio, tres alcobas y dos baños, uno de ellos equipado con jacuzzi y vestier. Ubicado en el edificio In Altezza, este apartamento te brinda acceso a una variedad de beneficios y comodidades. Disfruta de las zonas infantiles, canchas deportivas y mucho más, todo dentro del conjunto. No pierdas la oportunidad de vivir en este increíble apartamento. Te ofrece un ambiente confortable y espacios diseñados para tu comodidad. Contáctanos para obtener más información sobre esta propiedad en el edificio In Altezza. ¡No esperes más para encontrar tu nuevo hogar!",Código Fincaraíz:,191273226,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273226,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. las quintas",147.00  m2 m²,4,4,$590.000.000,4,1 a 8 años,,,"Atos Inmobiliaria presenta una casa en venta única en el prestigioso Barrio Las Quintas. Esta moderna propiedad, construida hace solo un año, abarca 147.23 m2 y está diseñada para ofrecer comodidad y estilo de vida de alta calidad.",Código Fincaraíz:,191273779,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273779,,
Finca,venta,Usado,"Tunja, Boyaca","Mesopotamia, Tunja, Santa ines",101.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$1.500.000.000,5,16 a 30 años,,,"En ATOS Inmobiliaria, te presentamos una increíble oportunidad de inversión en forma de local comercial, disponible tanto para venta. Este local de 101 m2 se encuentra estratégicamente ubicado en el reconocido Centro Comercial Unicentro, garantizando una ubicación de primer nivel.",,191273775,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273775,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. villa bachue",120.00  m2 m²,4,3,$540.000.000,4,1 a 8 años,4 Habs.,", Acceso Pavimentado, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Calentador, , Garaje(s), , Gimnasio, , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Parques cercanos","Código: 899FR1813 Excelente oportunidad de adquirir casa en conjunto cerrado, en uno de los sectores más cotizados de la ciudad de Tunja, con fácil acceso de transporte público; a pocas cuadras del Colegio de los Ángeles, Clínica Medilaser, Universidad de Boyacá y Green Hills, consta de cuatro alcobas con closet, la habitación principal con baño privado, dos baños sociales, cocina integral con lavavajillas, sala-comedor, zona de estudio, zona de lavandería, balcón y parqueadero, el conjunto cuenta con parque para niños, salón social, parqueadero para visitantes y vigilancia presencial las veinticuatro horas del día.",Código Fincaraíz:,192265702,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192265702,,
Casa,venta,Usado,"Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",700.00  m2 m²,10,¡Pregúntale!,$1.200.000.000,3,9 a 15 años,,,"Vendo Sede Campestre por $1.200.000.000 cerca a Tunja, con un área de lote de 2.500 M2 y área de construcción de 700M2 apta para colegio, clínica, SPA geriátrico, instalaciones de un solo piso, baterías de baño, área de lavado, amplios salones o habitaciones (10) zonas verde sobre vía pavimentada. ¡Contáctanos!",Código Fincaraíz:,192050273,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-campestre-en-venta/192050273,,
Casa,venta,Usado,"Ub. canapro, Tunja, Boyaca","Tunja, Ub. canapro",212.00  m2 m²,5,3,$510.000.000,4,9 a 15 años,,", Alarma, , Balcón, , Calentador, , Citófono, , Cocina Integral, , Cocina tipo Americano, , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Patio, , Supermercados / C.Comerciales, , Trans. Público cercano","Hermosa y amplia residencia, moderna y con una excelente iluminacion natural, perfectamente integrada en un entorno natural con bellos jardines. Diseñada con un estilo contemporáneo y confortable, ofrece excelentes acabados que garantizan una experiencia de vida incomparable..",,7718787,ENTORNO URBANO,https://www.fincaraiz.com.co/casa-en-venta/7718787,,
Casa,venta,Usado,"Surinama, Tunja, Boyaca","Tunja, Surinama, El tierrero",150.00  m2 m²,4,3,$380.000.000,3,menor a 1 año,,", Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Estudio, , Garaje(s), , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería, , Zona Residencial, , Zonas Verdes","SE VENDE HERMOSA CASA,  ubicada en el barrio Surinama. área: 150 mts2. consta de sala,  comedor,  cocina integral,  zona de lavandería,  patio social,  4 habitaciones,  3 baños. valor: 380.000.000.",,7965862,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/7965862,,
Casa,venta,Usado,"Tunja, Boyaca",Tunja,90.00  m2 m²,2,2,$260.000.000,2,1 a 8 años,2 Habs.,", Baño Auxiliar, , Cerca de Zona Urbana, , Circuito cerrado de TV, , Citófono, , Cochera, , Cocina Integral, , Instalación de gas, , Parqueadero Visitantes, , Portería / Recepción, , Trans. Público cercano, , Vigilancia, , Vivienda Multifamiliar","Descubre Villa Ruby, un proyecto de vida donde cada detalle ha sido pensado para ti. ? Ubicado en el norte de Tunja, este proyecto no es solo una casa, es una comunidad en expansión, un lugar donde tu inversión crece en valor y tus sueños se hacen realidad. ??",,10717481,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/casa-en-venta/10717481,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, San ignacio",110.00  m2 m²,4,2,$180.000.000,3,más de 30 años,,,"Atos Inmobiliaria tiene en venta una casa ubicada en el centro, a dos cuadras de la Plaza de Bolívar. La propiedad consta de dos pisos. En el primer piso encontramos el área de parqueadero, una sala, un comedor, una cocina tradicional, un patio de ropas, dos habitaciones y un baño. En el segundo piso, se encuentran dos habitaciones, un baño, una cocina con zona de ropas y un hall. Es importante mencionar que solo el primer piso de la propiedad está protocolizado en escritura.",,191274044,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191274044,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",29.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$250.000.000,4,1 a 8 años,,,"Atos Inmobiliaria te ofrece una excelente oportunidad de inversión con la venta de un local comercial estratégicamente ubicado en el centro de la ciudad. Este local, situado en la primera planta de un reconocido centro comercial, cuenta con un área de 29.6 m². El espacio es completamente libre, lo que permite una gran flexibilidad para adaptarlo a las necesidades de tu negocio. Además, incluye una bodega para almacenamiento, optimizando así el uso del espacio.",Código Fincaraíz:,191375383,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191375383,,
Casa,venta,Usado,"Tunja, Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",329.00  m2 m²,9,6,$1.050.000.000,3,16 a 30 años,,", Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Comedor auxiliar, , Despensa, , Instalación de gas, , Jardín, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Zona de lavandería, , Zona Residencial, Descripción, INMOBILIARIA 2 MIL VENDE CASA, Sector Centro, Tunja. Área: 329m2 Primer Nivel: Sala independiente, Baño social, Comedor, Cocina semiabierta, Estar de televisión, Comedor auxiliar, Habitación con baño; Segundo Nivel: 7 Habitaciones, 3 baños; Tercer Nivel: Habitación principal con baño, Habitación y/o bodega, Zona de lavandería. Valor: 1.050.000.000, Código Fincaraíz:, 191804258, Consultar, INMOBILIARIA Y CONSTRUCTORA 2 MIL, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","INMOBILIARIA 2 MIL VENDE CASA, Sector Centro, Tunja. Área: 329m2 Primer Nivel: Sala independiente, Baño social, Comedor, Cocina semiabierta, Estar de televisión, Comedor auxiliar, Habitación con baño; Segundo Nivel: 7 Habitaciones, 3 baños; Tercer Nivel: Habitación principal con baño, Habitación y/o bodega, Zona de lavandería. Valor: 1.050.000.000",,191804258,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/191804258,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, San ignacio, Centro historico",82.00  m2 m²,3,2,$175.000.000,3,más de 30 años,3 Habs.,", Citófono, , Cocina Integral, , Colegios / Universidades, , Parques cercanos, , Piso en Baldosa /  Mármol, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería, Descripción, Ubicación perfecta, tres habitaciones, la principal con baño, baño de habitaciones, sala comedor, cocina integral, zona de lavandería, piso 3 sin ascensor, cerca a colegios, universidades, a dos cuadras de la Plaza de Bolívar, comercio y transporte a la mano., Código Fincaraíz:, 191968450, Consultar, GRUPO EMPRESARIAL KASA MODERNA SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Ubicación perfecta, tres habitaciones, la principal con baño, baño de habitaciones, sala comedor, cocina integral, zona de lavandería, piso 3 sin ascensor, cerca a colegios, universidades, a dos cuadras de la Plaza de Bolívar, comercio y transporte a la mano.",,191968450,GRUPO EMPRESARIAL KASA MODERNA SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191968450,,
Apartamento,venta,Usado,"Tunja, Boyaca","Santa ines, Tunja, Mesopotamia",90.00  m2 m²,3,2,$350.000.000,4,16 a 30 años,,", Balcón, , Calentador, , Canchas Deportivas, , Cerca centro comercial, , Closet, , Cocina Integral, , Instalación de gas, , Trans. Público cercano, , Zona Comercial, Descripción, Atos Inmobiliaria te ofrece un hermoso apartamento en venta. Cuenta con tres habitaciones, dos baños, sala-comedor, cocina integral, zona de ropas y garaje. Disfruta de una ubicación inmejorable, justo frente al Centro Comercial Unicentro. No esperes más y contáctanos., Código Fincaraíz:, 192038246, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria te ofrece un hermoso apartamento en venta. Cuenta con tres habitaciones, dos baños, sala-comedor, cocina integral, zona de ropas y garaje. Disfruta de una ubicación inmejorable, justo frente al Centro Comercial Unicentro. No esperes más y contáctanos.",Código Fincaraíz:,192038246,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192038246,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, San rafael, Ub. colinas del norte",225.00  m2 m²,7,4,$340.000.000,4,9 a 15 años,,", Cerca centro comercial, , Cocina Integral, , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica, , Zona Residencial, , Área Urbana, Descripción, Atos Inmobiliaria te presenta esta magnífica casa en venta, ubicada al noroccidente de la ciudad de Tunja, por la salida a Moniquirá. Esta propiedad de cuatro niveles ofrece un diseño amplio y funcional ideal para familias numerosas.","Atos Inmobiliaria te presenta esta magnífica casa en venta, ubicada al noroccidente de la ciudad de Tunja, por la salida a Moniquirá. Esta propiedad de cuatro niveles ofrece un diseño amplio y funcional ideal para familias numerosas.",Código Fincaraíz:,191272910,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272910,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Ricaurte, Santa barbara",21.00  m2 m²,1,1,$120.000.000,3,¡Pregúntale!,,", Cocina Integral, , Colegios / Universidades, , Trans. Público cercano, , Vigilancia, , Zona Comercial, , Zona Residencial, Descripción, ¡Invierte en tu futuro y aprovecha esta increíble oportunidad! Te presentamos un innovador proyecto de apartaestudios de 21 m², ubicado en el corazón de Tunja. Ideal para quienes buscan comodidad, modernidad y una excelente ubicación, este desarrollo no solo ofrece un estilo de vida contemporáneo, sino que también es elegible para subsidios, facilitando tu acceso a la vivienda.","¡Invierte en tu futuro y aprovecha esta increíble oportunidad! Te presentamos un innovador proyecto de apartaestudios de 21 m², ubicado en el corazón de Tunja. Ideal para quienes buscan comodidad, modernidad y una excelente ubicación, este desarrollo no solo ofrece un estilo de vida contemporáneo, sino que también es elegible para subsidios, facilitando tu acceso a la vivienda.",Código Fincaraíz:,192033626,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/apartaestudio-en-venta/192033626,,
Apartamento,venta,Usado,"Tunja, Boyaca","Los cristales, Tunja, Jose joaquin camacho",51.00  m2 m²,2,1,$230.000.000,4,9 a 15 años,2 Habs.,", Calentador, , Cerca centro comercial, , Closet, , Cocina Integral, , Instalación de gas, , Trans. Público cercano, , Vista panorámica, , Área Urbana, Descripción, Atos Inmobiliaria vende acogedor apartamento en el norte de Tunja, ubicado cerca al Bienestar Familiar, la Universidad de Boyacá y la Clínica Mediláser. Zona tranquila y de fácil acceso, ideal para quienes buscan comodidad y cercanía a todo. El apartamento cuenta con sala-comedor, cocina integral, zona de ropas independiente con lavadero, división y calentador. Tiene dos habitaciones con clóset, un baño con división en vidrio templado y parqueadero cubierto. Excelente iluminación natural y espacios funcionales. ¡Agenda tu cita hoy mismo y contáctanos para conocerlo!, Código Fincaraíz:, 192264987, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria vende acogedor apartamento en el norte de Tunja, ubicado cerca al Bienestar Familiar, la Universidad de Boyacá y la Clínica Mediláser. Zona tranquila y de fácil acceso, ideal para quienes buscan comodidad y cercanía a todo. El apartamento cuenta con sala-comedor, cocina integral, zona de ropas independiente con lavadero, división y calentador. Tiene dos habitaciones con clóset, un baño con división en vidrio templado y parqueadero cubierto. Excelente iluminación natural y espacios funcionales. ¡Agenda tu cita hoy mismo y contáctanos para conocerlo!",Código Fincaraíz:,192264987,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta-en-tunja/192264987,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca",Tunja,93.00  m2 m²,4,4,$400.000.000,5,1 a 8 años,4 Habs.,", Ascensor, , Balcón, , Baño Auxiliar, , Calentador, , Cocina Integral, , Colegios / Universidades, , Parqueadero Visitantes, , Portería / Recepción, , Salón Comunal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia","Espectacular apartamento, con excelente distribucion, iluminacion y ventilacion, te encantara su hermosa vista, su comodidad y tranquilidad, este confortable apartamento esta ubicado en el conjunto residencial Amalfi, consta de: 4 alcobas con closet, 4 baños, cocina integral, zona de ropas independiente, sala comedor, estudio, balcon y garaje doble.  El conjunto cuenta con puerta automatica para vehiculos con lectura de la placa del mismo, reconocimiento facial en la entrada principal peatonal, camaras de seguridad y valla electrica. Salon de reuniones, parque para niños, gimnasio y sauna. cerca a centros comerciales como green hills y Viva, cercania a la clinica medilaser e instituciones educativas San aviator, Colegio los angeles y la Universidad de Boyaca,  Facil salida a la autopista que lleva a Bogota. NO TE PIERDAS ESTA GRAN OPORTUNIDAD.!!!",,191519473,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/191519473,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Centro historico",137.00  m2 m²,4,4,$450.000.000,5,1 a 8 años,4 Habs.,", Alarma, , Ascensor, , Canchas Deportivas, , Cerca centro comercial, , Citófono, , Closet, , Gimnasio, , Salón Comunal, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Zona Residencial",VENDO APARTAMENTO DUPLEX  En zona exclusiva de la ciudad cerca de unicentro,,191274035,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191274035,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, San carlos i, San francisco",962.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$4.500.000.000,3,más de 30 años,,,Atos Inmobiliaria Vende Complejo Comercial en el Sur de Tunja,Código Fincaraíz:,191575758,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191575758,,
